municipality,mammogram,x_ray,tomograph,ressonance,ultrasound
231395,-,-,-,-,-
231400,-,5,-,-,2
231410,-,6,-,-,2
240010,-,1,-,-,2
240020,-,6,-,-,5
240030,-,1,-,-,1
240040,-,-,-,-,-
240050,2,7,-,-,5
240060,-,1,-,-,-
240070,-,4,-,-,2
240080,-,2,-,-,4
240090,-,1,-,-,1
240100,-,3,-,-,7
240110,-,1,-,-,1
240120,-,-,-,-,1
240130,-,-,-,-,-
240140,-,2,-,-,1
240145,-,-,-,-,-
240150,-,-,-,-,1
240160,-,-,-,-,-
240165,-,-,-,-,-
240170,-,-,-,-,-
240180,-,1,-,-,3
240185,-,-,-,-,-
240190,-,-,-,-,-
240200,2,20,1,-,14
240210,-,-,-,-,1
240220,-,2,-,-,1
240230,1,4,-,-,4
240240,-,2,-,-,-
240250,-,-,-,-,1
240260,-,2,-,-,2
240270,-,-,-,-,-
240280,-,-,-,-,1
240290,-,1,-,-,-
240300,-,-,-,-,-
240310,1,15,-,-,12
240320,-,2,-,-,1
240325,-,26,1,-,10
240330,-,1,-,-,-
240340,-,1,-,-,1
240350,-,-,-,-,-
240360,-,-,-,-,1
240370,-,-,-,-,1
240375,-,1,-,-,1
240380,-,-,-,-,-
240390,-,-,-,-,-
240400,-,1,-,-,-
240410,-,-,-,-,-
240420,-,2,-,-,2
240430,-,-,-,-,1
240440,-,2,-,-,-
240450,-,7,-,-,2
240460,-,-,-,-,2
240470,-,-,-,-,1
240480,-,1,-,-,-
240485,-,1,-,-,1
240490,-,2,-,-,1
240500,-,-,-,-,-
240510,-,-,-,-,1
240520,-,1,-,-,-
240530,-,1,-,-,-
240540,-,-,-,-,-
240550,-,-,-,-,-
240560,-,-,-,-,1
240570,-,1,-,-,1
240580,-,2,-,-,2
240590,-,-,-,-,-
240600,-,1,-,-,1
240610,-,5,-,-,2
240615,-,-,-,-,1
240620,-,-,-,-,1
240630,-,-,-,-,1
240640,-,1,-,-,-
240650,-,2,-,-,1
240660,-,-,-,-,1
240670,-,2,-,-,1
240680,-,-,-,-,1
240690,-,-,-,-,-
240700,-,-,-,-,1
240710,-,6,-,-,4
240720,1,2,-,-,4
240725,-,-,-,-,-
240730,-,-,-,-,1
240740,-,1,-,-,-
240750,-,-,-,-,-
240760,-,-,-,-,-
240770,-,-,-,-,1
240780,-,1,-,-,2
240790,-,1,-,-,1
240800,3,34,4,2,26
240810,25,279,22,5,146
240820,-,-,-,-,1
240830,-,3,-,-,2
240840,-,-,-,-,-
240850,-,-,-,-,-
240860,-,2,-,-,-
240870,-,-,-,-,-
240880,-,-,-,-,1
240890,-,4,-,-,1
240895,-,1,-,-,2
240910,-,-,-,-,1
240920,-,-,-,-,-
240930,-,3,-,-,1
240933,-,-,-,-,-
240940,3,18,2,-,10
240950,-,-,-,-,1
240960,-,-,-,-,2
240970,-,2,-,-,1
240980,-,2,-,-,2
240990,-,2,-,-,1
241000,-,-,-,-,1
241010,-,-,-,-,-
241020,-,1,-,-,-
241025,-,-,-,-,1
241030,-,-,-,-,1
241040,1,1,-,-,1
241050,-,-,-,-,-
241060,-,1,-,-,-
241070,-,2,-,-,-
241080,-,-,-,-,-
241090,-,-,-,-,1
241100,-,2,-,-,-
241105,-,-,-,-,-
241110,-,1,-,-,2
241120,1,5,-,-,2
241140,-,1,-,-,-
241142,-,-,-,-,-
241150,1,5,-,-,2
241160,-,-,-,-,-
241170,-,-,-,-,-
241180,-,-,-,-,-
241190,-,1,-,-,-
241200,3,4,-,-,8
241210,-,2,-,-,-
241220,-,3,-,-,5
241230,-,1,-,-,3
241240,-,1,-,-,-
241250,-,2,-,-,2
241255,-,1,-,-,1
241260,-,6,-,-,3
241270,-,-,-,-,-
241280,-,-,-,-,-
241290,-,-,-,-,2
241300,-,1,-,-,-
241310,-,-,-,-,1
241320,-,1,-,-,1
241330,-,-,-,-,-
241335,-,1,-,-,1
241340,-,1,-,-,-
241350,-,-,-,-,1
241355,-,1,-,-,1
241360,-,1,-,-,-
241370,-,1,-,-,-
241380,-,-,-,-,1
241390,-,-,-,-,1
241400,-,-,-,-,1
241410,-,-,-,-,3
241415,-,-,-,-,-
241420,-,-,-,-,1
241430,-,-,-,-,-
241440,-,2,-,-,2
241445,-,-,-,-,-
241450,-,-,-,-,1
241460,-,-,-,-,-
241470,-,-,-,-,1
241475,-,1,-,-,-
241480,-,-,-,-,2
241490,-,1,-,-,-
241500,-,-,-,-,1
250010,-,-,-,-,-
250020,-,-,-,-,-
250030,-,2,-,-,1
250040,-,1,-,-,-
250050,-,-,-,-,-
250053,-,-,-,-,1
250057,-,-,-,-,-
250060,-,-,-,-,-
250070,-,2,-,-,1
250073,-,-,-,-,-
250077,-,-,-,-,-
250080,-,3,-,-,1
250090,-,-,-,-,-
250100,-,4,-,-,2
250110,-,1,-,-,1
250115,-,1,-,-,-
250120,-,-,-,-,-
250130,-,-,-,-,1
250135,-,-,-,-,-
250140,-,-,-,-,-
250150,-,2,-,-,1
250153,-,-,-,-,-
250157,-,1,-,-,2
250160,-,-,-,-,-
250170,-,-,-,-,-
250180,1,5,-,-,5
250190,-,2,-,-,1
250200,-,-,-,-,-
250205,-,-,-,-,-
250210,-,-,-,-,-
250215,-,-,-,-,-
250220,-,-,-,-,-
250230,-,-,-,-,-
250240,-,-,-,-,-
250250,-,1,-,-,1
250260,-,1,-,-,-
250270,-,-,-,-,-
250280,-,1,-,-,-
250290,-,-,-,-,-
250300,-,-,-,-,2
250310,-,-,-,-,1
250320,-,6,-,-,2
250330,-,-,-,-,1
250340,-,-,-,-,-
250350,-,-,-,-,-
250355,-,-,-,-,-
250360,-,1,-,-,1
250370,2,16,1,-,10
250375,-,-,-,-,1
250380,-,-,-,-,-
250390,-,-,-,-,-
250400,14,123,9,5,68
250403,-,-,-,-,-
250407,-,1,-,-,1
250410,-,-,-,-,-
250415,-,-,-,-,1
250420,-,-,-,-,-
250430,1,4,-,-,5
250435,-,-,-,-,1
250440,-,2,-,-,2
250450,-,1,-,-,1
250460,-,1,-,-,-
250470,-,1,-,-,-
250480,-,1,-,-,2
250485,-,-,-,-,-
250490,-,-,-,-,1
250500,-,-,-,-,-
250510,1,5,-,-,3
250520,-,-,-,-,-
250523,-,-,-,-,-
250527,-,-,-,-,-
250530,-,-,-,-,-
250535,-,-,-,-,-
250540,-,-,-,-,4
250550,-,-,-,-,-
250560,-,-,-,-,-
250570,-,2,-,-,1
250580,-,-,-,-,1
250590,-,-,-,-,-
250600,-,8,-,-,2
250610,-,-,-,-,-
250620,-,-,-,-,-
250625,-,2,-,-,-
250630,2,14,-,-,10
250640,-,-,-,-,2
250650,-,-,-,-,-
250660,-,-,-,-,-
250670,-,1,-,-,1
250680,-,1,-,-,1
250690,-,6,-,-,3
250700,1,7,-,-,3
250710,-,1,-,-,-
250720,-,2,-,-,1
250730,-,-,-,-,1
250740,-,-,-,-,-
250750,27,387,25,9,135
250760,-,-,-,-,-
250770,-,3,-,-,1
250780,-,-,-,-,-
250790,-,2,-,-,1
250800,-,-,-,-,1
250810,-,-,-,-,-
250820,-,-,-,-,1
250830,-,-,-,-,-
250840,-,-,-,-,-
250850,-,-,-,-,1
250855,-,-,-,-,-
250860,-,-,-,-,-
250870,-,-,-,-,-
250880,-,-,-,-,-
250890,-,2,-,-,3
250900,-,-,-,-,1
250905,-,-,-,-,-
250910,-,-,-,-,1
250915,-,1,-,-,-
250920,-,1,-,-,1
250930,-,-,-,-,-
250933,-,-,-,-,1
250937,-,-,-,-,-
250939,-,-,-,-,-
250940,-,-,-,-,1
250950,-,-,-,-,-
250960,-,-,-,-,-
250970,1,9,-,-,7
250980,-,2,-,-,-
250990,-,-,-,-,-
251000,-,-,-,-,-
251010,-,-,-,-,-
251020,-,-,-,-,-
251030,-,-,-,-,-
251040,-,-,-,-,-
251050,-,-,-,-,2
251060,-,-,-,-,-
251065,-,-,-,-,-
251070,-,-,-,-,-
251080,3,17,1,-,23
251090,-,2,-,-,1
251100,-,-,-,-,1
251110,-,1,-,-,-
251120,-,2,-,-,1
251130,1,12,1,-,5
251140,1,6,-,-,2
251150,-,2,-,-,2
251160,-,-,-,-,-
251170,-,-,-,-,-
251180,-,-,-,-,-
251190,-,-,-,-,-
251200,-,-,-,-,1
251203,-,-,-,-,-
251207,-,2,-,-,-
251210,1,5,-,-,5
251220,-,-,-,-,-
251230,2,5,-,-,4
251240,-,-,-,-,1
251250,-,3,-,-,2
251260,-,-,-,-,-
251270,-,1,-,-,-
251272,-,-,-,-,-
251274,-,-,-,-,-
251275,-,-,-,-,-
251276,-,-,-,-,-
251278,-,1,-,-,1
251280,-,-,-,-,-
251290,-,2,-,-,1
251300,-,-,-,-,-
251310,-,-,-,-,1
251315,-,-,-,-,-
251320,-,1,-,-,1
251330,-,-,-,-,-
251335,-,-,-,-,-
251340,-,1,-,-,2
251350,-,-,-,-,-
251360,-,-,-,-,-
251365,-,-,-,-,1
251370,3,14,-,-,3
251380,-,-,-,-,-
251385,-,-,-,-,-
251390,-,2,-,-,1
251392,-,1,-,-,-
251394,-,-,-,-,-
251396,-,-,-,-,1
251398,-,-,-,-,-
251400,-,-,-,-,-
251410,-,1,-,-,-
251420,-,-,-,-,-
251430,-,1,-,-,-
251440,-,-,-,-,-
251445,-,-,-,-,1
251450,-,-,-,-,1
251455,-,1,-,-,-
251460,-,-,-,-,-
251465,-,-,-,-,-
251470,-,-,-,-,-
251480,-,-,-,-,-
251490,-,1,-,-,1
251500,-,-,-,-,1
251510,-,1,-,-,1
251520,-,-,-,-,-
251530,-,2,-,-,2
251540,-,-,-,-,1
251550,-,5,-,-,4
251560,-,-,-,-,-
251570,-,-,-,-,-
251580,-,-,-,-,1
251590,-,1,-,-,1
251593,-,1,-,-,-
251597,-,-,-,-,-
251600,-,1,-,-,1
251610,-,3,-,-,1
251615,-,-,-,-,-
251620,1,13,3,-,10
251630,-,6,-,-,3
251640,-,-,-,-,-
251650,-,2,-,-,-
251660,-,-,-,-,-
251670,-,-,-,-,1
251675,-,-,-,-,-
251680,-,-,-,-,-
251690,-,1,-,-,3
251700,-,-,-,-,1
251710,-,-,-,-,1
251720,-,1,-,-,1
251740,-,-,-,-,-
260005,2,4,-,-,7
260010,1,5,1,-,8
260020,-,1,-,-,-
260030,-,2,-,-,4
260040,-,-,-,-,1
260050,-,-,-,-,1
260060,-,-,-,-,-
260070,-,1,-,-,-
260080,-,-,-,-,1
260090,-,1,-,-,1
260100,-,3,-,-,1
260105,-,-,-,-,1
260110,1,9,2,-,8
260120,4,19,2,-,14
260130,-,-,-,-,1
260140,-,2,-,-,2
260150,-,-,-,-,1
260160,-,2,-,-,1
260170,-,8,-,-,4
260180,-,2,-,-,1
260190,1,10,-,-,10
260200,-,2,-,-,2
260210,-,3,-,-,2
260220,-,1,-,-,-
260230,-,2,-,-,2
260240,-,-,-,-,1
260250,-,-,-,-,1
260260,-,5,-,-,3
260270,-,-,-,-,-
260280,-,1,-,-,1
260290,1,31,1,-,27
260300,-,1,-,-,1
260310,-,4,-,-,1
260320,-,2,-,-,1
260330,-,-,-,-,-
260340,-,-,-,-,1
260345,1,20,-,-,12
260350,-,1,-,-,1
260360,-,-,-,-,1
260370,-,1,-,-,2
260380,-,-,-,-,-
260390,-,1,-,-,2
260392,-,2,-,-,1
260400,1,6,1,1,6
260410,7,101,5,3,41
260415,-,1,-,-,-
260420,-,1,-,-,1
260430,-,-,-,-,1
260440,-,-,-,-,1
260450,1,2,-,-,1
260460,-,1,-,-,1
260470,-,1,-,-,1
260480,-,1,-,-,2
260490,-,-,-,-,1
260500,-,1,-,-,1
260510,-,2,-,-,3
260515,-,4,-,-,3
260520,-,3,-,-,3
260530,-,4,-,-,3
260540,-,1,-,-,-
260545,-,2,-,-,1
260550,-,-,-,-,-
260560,-,1,-,-,1
260570,-,2,-,-,2
260580,-,-,-,-,-
260590,-,1,-,-,1
260600,3,38,3,1,30
260610,-,1,-,-,1
260620,-,4,-,-,6
260630,-,1,-,-,-
260640,1,23,-,-,8
260650,1,2,-,-,1
260660,-,3,-,-,1
260670,-,-,-,-,-
260680,-,7,-,-,1
260690,-,-,-,-,1
260700,-,-,-,-,-
260710,-,1,-,-,1
260720,-,7,-,-,3
260730,-,1,-,-,1
260740,-,-,-,-,1
260750,-,-,-,-,1
260760,-,3,-,-,-
260765,-,2,-,-,1
260770,-,1,-,-,1
260775,-,1,-,-,1
260780,-,1,-,-,-
260790,9,127,1,-,40
260795,-,-,-,-,-
260800,-,1,-,-,1
260805,-,5,-,-,1
260810,-,1,-,-,1
260820,-,1,-,-,1
260825,-,-,-,-,-
260830,-,1,-,-,1
260840,-,-,-,-,1
260845,-,-,-,-,-
260850,-,-,-,-,1
260860,-,4,-,-,1
260870,-,-,-,-,1
260875,-,1,-,-,1
260880,-,-,-,-,1
260890,2,5,-,-,10
260900,-,2,-,-,-
260910,-,-,-,-,-
260915,-,-,-,-,-
260920,-,-,-,-,-
260930,-,1,-,-,-
260940,2,6,-,-,5
260950,-,1,-,-,1
260960,4,42,2,-,31
260970,-,2,-,-,-
260980,-,-,-,-,-
260990,-,4,-,-,4
261000,3,14,1,-,17
261010,-,-,-,-,-
261020,-,-,-,-,1
261030,-,-,-,-,-
261040,-,1,-,-,1
261050,-,1,-,-,1
261060,1,3,-,-,4
261070,4,18,2,-,18
261080,-,2,-,-,1
261090,2,9,-,-,5
261100,1,15,-,-,3
261110,5,69,5,3,45
261120,-,-,-,-,-
261130,-,1,-,-,1
261140,-,-,-,-,-
261150,-,-,-,-,1
261153,-,1,-,-,-
261160,55,802,43,20,377
261170,-,2,-,-,1
261180,1,2,-,-,4
261190,-,2,-,-,2
261200,-,1,-,-,1
261210,-,-,-,-,-
261220,2,15,1,-,10
261230,-,1,-,-,1
261240,-,-,-,-,2
261245,-,1,-,-,1
261247,-,2,-,-,1
261250,1,10,-,-,6
261255,-,-,-,-,1
261260,-,1,-,-,1
261270,-,-,-,-,-
261280,-,-,-,-,1
261290,-,-,-,-,-
261300,-,1,-,-,4
261310,-,1,-,-,1
261320,-,1,-,-,1
261330,-,4,-,-,3
261340,-,1,-,-,1
261350,-,4,-,-,1
261360,-,4,-,-,9
261370,-,7,-,-,1
261380,-,2,-,-,-
261390,1,22,1,-,14
261400,-,2,-,-,1
261410,-,5,-,-,3
261420,-,1,-,-,2
261430,-,3,-,-,1
261440,-,2,-,-,1
261450,1,7,1,-,3
261460,-,4,-,-,2
261470,-,-,-,-,1
261480,-,1,-,-,-
261485,-,-,-,-,1
261500,-,2,-,-,-
261510,-,-,-,-,1
261520,-,-,-,-,-
261530,1,6,-,-,2
261540,-,1,-,-,1
261550,-,-,-,-,-
261560,-,-,-,-,1
261570,-,1,-,-,3
261580,-,2,-,-,2
261590,-,1,-,-,1
261600,-,2,-,-,-
261610,-,-,-,-,-
261618,-,-,-,-,1
261620,-,2,-,-,3
261630,-,1,-,-,1
261640,2,19,-,-,12
261650,-,-,-,-,1
270010,-,1,-,-,1
270020,-,2,-,-,1
270030,6,29,4,-,29
270040,-,1,-,-,1
270050,-,1,-,-,2
270060,-,-,-,-,1
270070,-,2,-,-,2
270080,-,-,-,-,-
270090,-,-,-,-,1
270100,-,1,-,-,2
270110,-,-,-,-,1
270120,-,-,-,-,-
270130,-,-,-,-,2
270135,-,-,-,-,-
270140,-,1,-,-,1
270150,-,1,-,-,1
270160,-,-,-,-,-
270170,-,1,-,-,2
270180,-,-,-,-,-
270190,-,-,-,-,1
270200,-,-,-,-,-
270210,-,2,-,-,2
270220,-,-,-,-,1
270230,1,1,-,-,2
270235,-,-,-,-,-
270240,1,2,-,-,2
270250,-,-,-,-,-
270255,-,1,-,-,-
270260,-,-,-,-,1
270270,-,-,-,-,1
270280,-,2,-,-,1
270290,-,-,-,-,1
270300,-,-,-,-,-
270310,-,-,-,-,1
270320,-,1,-,-,1
270330,-,-,-,-,1
270340,-,-,-,-,1
270350,-,-,-,-,-
270360,-,-,-,-,-
270370,-,-,-,-,-
270375,-,-,-,-,2
270380,-,1,-,-,1
270390,-,-,-,-,1
270400,-,3,-,-,2
270410,-,3,-,-,1
270420,-,-,-,-,1
270430,31,386,17,3,121
270440,-,1,-,-,2
270450,-,1,-,-,1
270460,-,-,-,-,-
270470,-,-,-,-,-
270480,-,1,-,-,1
270490,-,1,-,-,-
270500,-,-,-,-,1
270510,-,-,-,-,1
270520,-,1,-,-,1
270530,-,-,-,-,-
270540,-,1,-,-,1
270550,1,2,-,-,2
270560,-,-,-,-,2
270570,-,1,-,-,1
270580,-,-,-,-,-
270590,-,-,-,-,1
270600,-,-,-,-,1
270610,-,-,-,-,-
270620,-,-,-,-,-
270630,1,11,2,-,17
270640,-,1,-,-,1
270642,-,-,-,-,-
270644,-,-,-,-,1
270650,-,1,-,-,2
270660,-,-,-,-,1
270670,1,18,-,-,4
270680,-,1,-,-,1
270690,-,2,-,-,3
270700,-,-,-,-,-
270710,-,2,-,-,2
270720,-,1,-,-,-
270730,-,2,-,-,2
270740,-,-,-,-,1
270750,-,-,-,-,2
270760,-,2,-,-,1
270770,-,2,-,-,-
270780,-,1,-,-,-
270790,-,-,-,-,-
270800,1,9,-,-,7
270810,-,1,-,-,-
270820,-,-,-,-,1
270830,-,1,-,-,1
270840,-,-,-,-,1
270850,-,2,-,-,1
270860,1,9,-,-,4
270870,-,-,-,-,-
270880,-,1,-,-,1
270890,-,-,-,-,1
270895,-,-,-,-,-
270900,-,-,-,-,-
270910,-,-,-,-,2
270915,-,5,-,-,1
270920,-,-,-,-,1
270930,1,8,-,-,6
270940,-,1,-,-,1
280010,-,-,-,-,1
280020,-,1,-,-,3
280030,25,242,15,7,163
280040,-,-,-,-,-
280050,-,-,-,-,1
280060,-,1,-,-,-
280067,-,3,-,-,4
280070,-,-,-,-,-
280100,-,-,-,-,-
280110,-,-,-,-,1
280120,-,3,-,-,2
280130,-,7,-,-,1
280140,-,-,-,-,-
280150,-,-,-,-,1
280160,-,-,-,-,-
280170,-,1,-,-,-
280190,-,-,-,-,-
280200,-,-,-,-,-
280210,1,8,-,-,11
280220,-,-,-,-,-
280230,-,-,-,-,-
280240,-,-,-,-,2
280250,-,-,-,-,-
280260,-,-,-,-,-
280270,-,-,-,-,1
280280,-,3,-,-,1
280290,2,16,1,-,14
280300,-,1,-,-,2
280310,-,-,-,-,-
280320,-,1,-,-,1
280330,-,2,-,-,1
280340,-,-,-,-,1
280350,2,14,-,-,7
280360,1,3,-,-,1
280370,-,-,-,-,-
280380,-,-,-,-,-
280390,-,-,-,-,-
280400,-,1,-,-,2
280410,-,-,-,-,1
280420,-,-,-,-,-
280430,-,-,-,-,1
280440,-,2,-,-,1
280445,-,-,-,-,-
280450,1,6,-,-,4
280460,-,3,-,-,3
280470,-,-,-,-,-
280480,3,11,-,-,19
280490,-,-,-,-,-
280500,-,-,-,-,-
280510,-,-,-,-,-
280520,-,2,-,-,-
280530,-,-,-,-,-
280540,-,2,-,-,1
280550,-,-,-,-,1
280560,-,1,-,-,-
280570,1,3,-,-,4
280580,-,-,-,-,-
280590,-,-,-,-,-
280600,-,3,-,-,-
280610,-,3,-,-,-
280620,-,-,-,-,-
280630,-,1,-,-,1
280640,-,3,-,-,-
280650,-,-,-,-,-
280660,-,1,-,-,1
280670,-,3,-,-,3
280680,-,1,-,-,1
280690,-,1,-,-,-
280700,-,-,-,-,-
280710,-,-,-,-,1
280720,-,-,-,-,1
280730,-,-,-,-,-
280740,-,3,-,-,6
280750,-,1,-,-,-
280760,-,1,-,-,2
290010,-,3,-,-,1
290020,-,1,-,-,-
290030,-,1,-,-,1
290035,-,-,-,-,-
290040,-,1,-,-,1
290050,-,-,-,-,-
290060,-,-,-,-,-
290070,4,100,2,1,22
290080,-,4,-,-,1
290090,-,-,-,-,-
290100,1,4,-,-,4
290110,-,2,-,-,1
290115,-,-,-,-,1
290120,-,2,-,-,1
290130,-,1,-,-,1
290135,-,1,-,-,-
290140,-,-,-,-,-
290150,-,1,-,-,-
290160,-,3,-,-,2
290170,-,1,-,-,-
290180,-,-,-,-,-
290190,-,1,-,-,3
290195,-,-,-,-,-
290200,-,3,-,-,1
290205,-,2,-,-,1
290210,1,5,-,-,4
290220,-,1,-,-,-
290225,-,-,-,-,-
290230,-,-,-,-,-
290240,-,1,-,-,1
290250,-,1,-,-,-
290260,-,5,-,-,2
290265,-,-,-,-,-
290270,2,6,-,-,5
290280,1,2,-,-,3
290290,-,2,-,-,1
290300,-,3,-,-,-
290310,-,-,-,-,-
290320,3,44,123,2,32
290323,-,-,-,-,2
290327,-,2,-,-,-
290330,-,2,-,-,1
290340,-,7,-,-,2
290350,-,3,-,-,1
290360,-,1,-,-,-
290370,-,-,-,-,-
290380,-,2,-,-,1
290390,-,11,-,-,9
290395,-,2,-,-,1
290400,-,4,-,-,-
290405,-,-,-,-,1
290410,-,8,-,-,2
290420,-,2,-,-,3
290430,-,-,-,-,-
290440,-,-,-,-,-
290450,-,4,-,-,-
290460,3,22,1,-,12
290470,-,1,-,-,1
290475,-,-,-,-,-
290480,-,2,-,-,-
290485,-,-,-,-,-
290490,1,8,-,-,3
290500,-,8,-,-,2
290510,-,1,-,-,-
290515,-,-,-,-,1
290520,-,11,-,-,5
290530,-,2,-,-,1
290540,-,1,-,-,-
290550,-,1,-,-,1
290560,2,5,-,-,3
290570,6,82,3,2,38
290580,-,4,-,-,1
290590,-,4,-,-,1
290600,1,14,-,-,5
290610,1,2,-,-,1
290620,-,2,-,-,2
290630,1,5,-,-,5
290640,-,-,-,-,-
290650,3,27,-,-,14
290660,-,3,-,-,1
290670,-,4,-,-,1
290680,-,5,-,-,1
290682,-,1,-,-,1
290685,-,2,-,-,2
290687,-,6,-,-,2
290689,-,-,-,-,1
290690,-,5,-,-,3
290700,-,-,-,-,1
290710,-,5,-,-,3
290720,-,2,-,-,1
290730,-,2,-,-,5
290740,-,-,-,-,-
290750,2,20,-,-,8
290755,-,1,-,-,-
290760,-,3,-,-,2
290770,-,-,-,-,-
290780,-,6,-,-,2
290790,-,5,-,-,1
290800,-,6,-,-,1
290810,-,3,-,-,1
290820,-,3,-,-,2
290830,-,3,-,-,2
290840,1,21,-,-,13
290850,1,9,-,-,3
290860,-,3,-,-,2
290870,-,5,-,-,2
290880,-,1,-,-,-
290890,-,-,-,-,1
290900,-,1,-,-,2
290910,-,1,-,-,-
290920,-,-,-,-,1
290930,-,8,-,-,3
290940,-,-,-,-,-
290950,-,-,-,-,2
290960,-,2,-,-,1
290970,-,1,-,-,-
290980,1,20,1,-,13
290990,-,1,-,-,-
291000,-,-,-,-,-
291005,1,17,-,-,8
291010,-,2,-,-,-
291020,-,2,-,-,1
291030,-,-,-,-,-
291040,-,3,-,-,1
291050,-,5,-,-,4
291060,-,4,-,-,3
291070,1,4,-,-,4
291072,3,37,1,-,36
291075,-,-,-,-,-
291077,-,-,-,-,-
291080,19,107,13,7,90
291085,-,1,-,-,1
291090,-,-,-,-,-
291100,-,2,-,-,-
291110,-,5,-,-,1
291120,1,13,-,-,4
291125,-,-,-,-,-
291130,-,2,-,-,1
291140,-,1,-,-,1
291150,-,-,-,-,-
291160,-,3,-,-,-
291165,-,-,-,-,1
291170,2,43,2,2,22
291180,-,1,-,-,1
291185,-,-,-,-,-
291190,-,4,-,-,2
291200,-,7,-,-,1
291210,-,4,-,-,1
291220,-,1,-,-,-
291230,-,1,-,-,1
291240,-,1,-,-,1
291250,-,5,-,-,2
291260,-,-,-,-,-
291270,-,1,-,-,-
291280,-,-,-,-,1
291290,-,2,-,-,1
291300,-,2,-,-,1
291310,-,2,-,-,-
291320,-,8,-,-,4
291330,-,2,-,-,1
291340,-,1,-,-,1
291345,-,2,-,-,-
291350,-,8,-,-,2
291360,6,97,3,1,25
291370,-,5,-,-,3
291380,-,1,-,-,-
291390,1,20,-,-,11
291400,1,19,-,-,9
291410,-,2,-,-,-
291420,-,-,-,-,-
291430,-,1,-,-,2
291440,-,4,-,-,1
291450,-,8,-,-,4
291460,4,24,3,1,30
291465,-,5,-,-,1
291470,2,18,1,-,13
291480,9,132,5,2,30
291490,-,6,-,-,2
291500,-,2,-,-,2
291510,-,1,-,-,1
291520,-,2,-,-,-
291530,-,2,-,-,1
291535,-,1,-,-,1
291540,-,1,-,-,-
291550,1,3,-,-,-
291560,1,14,1,-,8
291570,-,-,-,-,-
291580,-,2,-,-,2
291590,-,-,-,-,-
291600,-,13,-,-,1
291610,-,5,-,-,2
291620,1,9,-,-,2
291630,-,-,-,-,-
291640,1,26,-,-,8
291650,1,4,-,-,2
291660,-,-,-,-,-
291670,-,1,-,-,1
291680,-,3,-,-,-
291685,-,2,-,-,2
291690,-,3,-,-,2
291700,-,3,-,-,2
291710,-,1,-,-,1
291720,-,3,-,-,2
291730,-,3,-,-,5
291733,-,1,-,-,-
291735,-,1,-,-,1
291740,-,1,-,-,1
291750,4,31,-,-,10
291760,-,9,-,-,3
291770,-,2,-,-,1
291780,-,-,-,-,-
291790,-,-,-,-,-
291800,6,41,2,1,28
291810,-,7,-,-,3
291820,-,1,-,-,2
291830,-,3,-,-,-
291835,-,2,-,-,1
291840,5,86,4,2,34
291845,-,3,-,-,1
291850,-,2,-,-,-
291855,-,-,-,-,-
291860,-,3,-,-,1
291870,-,-,-,-,-
291875,-,2,-,-,1
291880,-,2,-,-,4
291890,-,2,-,-,-
291900,-,-,-,-,1
291905,-,-,-,-,1
291910,-,-,-,-,-
291915,-,1,-,-,1
291920,8,81,3,4,64
291930,-,-,-,-,-
291940,-,4,-,-,-
291950,1,15,-,-,7
291955,3,31,1,-,8
291960,-,2,-,-,2
291970,-,4,-,-,1
291980,-,14,-,-,2
291990,-,1,-,-,-
291992,-,11,-,-,5
291995,-,2,-,-,2
292000,-,-,-,-,-
292010,-,7,-,-,2
292020,-,1,-,-,-
292030,-,-,-,-,1
292040,-,-,-,-,-
292045,-,-,-,-,1
292050,-,4,-,-,1
292060,-,9,-,-,4
292070,-,-,-,-,-
292080,-,1,-,-,1
292090,-,-,-,-,-
292100,-,4,-,-,3
292105,-,1,-,-,1
292110,-,3,-,-,4
292120,1,4,-,-,3
292130,-,3,-,-,1
292140,-,2,-,-,1
292145,-,-,-,-,1
292150,-,2,-,-,2
292160,-,2,-,-,-
292170,1,9,-,-,6
292180,-,4,-,-,2
292190,-,2,-,-,1
292200,-,9,-,-,2
292205,-,1,-,-,1
292210,-,3,-,-,1
292220,-,-,-,-,-
292225,-,-,-,-,-
292230,-,3,-,-,1
292240,-,9,-,-,6
292250,-,7,-,-,3
292260,-,-,-,-,-
292265,-,1,-,-,1
292270,-,1,-,-,1
292273,-,1,-,-,-
292275,-,-,-,-,1
292280,-,-,-,-,1
292285,-,-,-,-,-
292290,-,3,-,-,2
292300,-,10,-,-,1
292303,-,1,-,-,-
292305,-,-,-,-,1
292310,-,2,-,-,1
292320,-,9,-,-,1
292330,-,-,-,-,1
292335,-,-,-,-,-
292340,-,2,-,-,-
292350,-,1,-,-,-
292360,1,6,-,-,5
292370,-,1,-,-,4
292380,-,4,-,-,2
292390,-,1,-,-,1
292400,2,60,2,1,16
292405,-,-,-,-,1
292410,-,1,-,-,1
292420,-,-,-,-,-
292430,-,3,-,-,2
292440,-,1,-,-,1
292450,-,2,-,-,1
292460,1,1,-,-,1
292465,-,2,-,-,1
292467,-,-,-,-,-
292470,-,1,-,-,-
292480,-,1,-,-,1
292490,-,1,-,-,1
292500,-,3,-,-,2
292510,1,7,-,-,5
292520,1,8,-,-,5
292525,-,3,-,-,-
292530,2,35,3,-,28
292540,-,1,-,-,1
292550,-,7,-,-,3
292560,-,3,-,-,-
292570,-,-,-,-,1
292575,-,2,-,-,1
292580,-,1,-,-,3
292590,-,1,-,-,1
292593,-,1,-,-,1
